Approx. soln.,x,y
0.9999998935230435,0.1,0.0
0.9999999207163959,0.2,0.0
0.999999986268848,0.30000000000000004,0.0
0.9999998838061536,0.4,0.0
0.9999997623643602,0.5,0.0
0.9999999717658096,0.6000000000000001,0.0
0.999999916512808,0.7000000000000001,0.0
0.9999999374533343,0.8,0.0
0.9999998867808854,0.9,0.0
0.9999998835496725,1.0,0.1
0.9999998719570881,1.0,0.2
0.9999999502708378,1.0,0.30000000000000004
0.9999997680992113,1.0,0.4
0.9999998598272903,1.0,0.5
0.9999998992138349,1.0,0.6000000000000001
0.9999999087812168,1.0,0.7000000000000001
0.9999999754604805,1.0,0.8
1.0000000682045547,1.0,0.9
1.0000000750948865,0.9,1.0
0.9999999525702242,0.8,1.0
1.0000000121955273,0.7,1.0
1.0000000121693142,0.6,1.0
1.0000000009159056,0.5,1.0
0.9999999942579921,0.3999999999999999,1.0
1.0000000157183273,0.29999999999999993,1.0
0.9999999712449962,0.19999999999999996,1.0
1.0000000708063932,0.09999999999999998,1.0
1.0000000809593956,0.0,0.9
1.0000001011742399,0.0,0.8
0.9999999993823165,0.0,0.7
1.0000001067786943,0.0,0.6
0.9999999727757993,0.0,0.5
1.0000000367827035,0.0,0.3999999999999999
1.0000000741998654,0.0,0.29999999999999993
1.0000000237601143,0.0,0.19999999999999996
0.9999999111714208,0.0,0.09999999999999998
0.9999999417115828,0.1,0.1
0.999999948406061,0.2,0.1
0.9999999534363675,0.30000000000000004,0.1
0.9999999572291387,0.4,0.1
0.9999999564634793,0.5,0.1
0.9999999513558012,0.6,0.1
0.9999999491725563,0.7,0.1
0.9999999500495697,0.7999999999999999,0.1
0.9999999338860982,0.8999999999999999,0.1
1.0000000013463617,0.1,0.2
0.9999999886368399,0.2,0.2
0.9999999859777992,0.30000000000000004,0.2
0.9999999860368444,0.4,0.2
0.9999999853083011,0.5,0.2
0.9999999835349273,0.6,0.2
0.9999999807842029,0.7,0.2
0.9999999715450443,0.7999999999999999,0.2
0.9999999403534794,0.8999999999999999,0.2
1.000000020083614,0.1,0.30000000000000004
1.0000000028463636,0.2,0.30000000000000004
0.999999997064367,0.30000000000000004,0.30000000000000004
0.9999999956195961,0.4,0.30000000000000004
0.999999994975251,0.5,0.30000000000000004
0.999999993928866,0.6,0.30000000000000004
0.9999999906540529,0.7,0.30000000000000004
0.9999999783578999,0.7999999999999999,0.30000000000000004
0.9999999416693912,0.8999999999999999,0.30000000000000004
1.0000000268647347,0.1,0.4
1.0000000066934254,0.2,0.4
0.9999999999042369,0.30000000000000004,0.4
0.9999999980678392,0.4,0.4
0.9999999974887325,0.5,0.4
0.9999999965914216,0.6,0.4
0.9999999930065674,0.7,0.4
0.9999999797139836,0.7999999999999999,0.4
0.999999940969427,0.8999999999999999,0.4
1.0000000283864208,0.1,0.5
1.000000007340644,0.2,0.5
1.0000000004210299,0.30000000000000004,0.5
0.9999999985357059,0.4,0.5
0.9999999979741803,0.5,0.5
0.9999999971276033,0.6,0.5
0.9999999935623701,0.7,0.5
0.9999999802722557,0.7999999999999999,0.5
0.9999999410706675,0.8999999999999999,0.5
1.0000000286093258,0.1,0.6
1.0000000077622764,0.2,0.6
1.0000000005132887,0.30000000000000004,0.6
0.9999999984544915,0.4,0.6
0.9999999978180527,0.5,0.6
0.9999999969981003,0.6,0.6
0.9999999936025754,0.7,0.6
0.9999999805015564,0.7999999999999999,0.6
0.999999942141092,0.8999999999999999,0.6
1.0000000246958956,0.1,0.7
1.0000000077725213,0.2,0.7
0.9999999998968238,0.30000000000000004,0.7
0.9999999975512256,0.4,0.7
0.9999999966444495,0.5,0.7
0.9999999958508107,0.6,0.7
0.9999999931001279,0.7,0.7
0.9999999814418452,0.7999999999999999,0.7
0.9999999462093746,0.8999999999999999,0.7
1.0000000307200494,0.1,0.7999999999999999
1.0000000060440557,0.2,0.7999999999999999
0.9999999965771729,0.30000000000000004,0.7999999999999999
0.9999999938604309,0.4,0.7999999999999999
0.9999999922379125,0.5,0.7999999999999999
0.9999999915007423,0.6,0.7999999999999999
0.9999999908393845,0.7,0.7999999999999999
0.9999999840798421,0.7999999999999999,0.7999999999999999
0.9999999641067946,0.8999999999999999,0.7999999999999999
1.0000000490451966,0.1,0.8999999999999999
1.000000000258507,0.2,0.8999999999999999
0.9999999859371619,0.30000000000000004,0.8999999999999999
0.999999981006829,0.4,0.8999999999999999
0.999999979325261,0.5,0.8999999999999999
0.9999999803041429,0.6,0.8999999999999999
0.9999999813334752,0.7,0.8999999999999999
0.9999999847778046,0.7999999999999999,0.8999999999999999
0.9999999999660457,0.8999999999999999,0.8999999999999999
